"mydate","v1","v2","v3","v4","v5","v6","mys"
"2016/12/23(五)","08","23","28","38","41","42","30"
"2016/12/20(二)","01","29","35","36","44","46","06"
"2016/12/16(五)","11","19","25","34","36","42","08"
"2016/12/13(二)","19","29","33","36","39","49","06"
"2016/12/09(五)","12","28","38","42","44","49","02"
"2016/12/06(二)","27","30","32","41","44","46","42"
"2016/12/02(五)","05","25","26","34","40","49","47"
"2016/11/29(二)","03","21","26","28","38","40","42"
"2016/11/25(五)","01","03","22","28","37","42","10"
"2016/11/22(二)","01","21","24","25","34","44","19"
"2016/11/18(五)","06","18","24","25","26","34","19"
"2016/11/15(二)","07","08","25","33","41","43","06"
"2016/11/11(五)","02","07","08","22","28","32","20"
"2016/11/08(二)","03","06","11","17","22","49","44"
"2016/11/04(五)","02","03","17","28","38","49","21"
"2016/11/01(二)","10","11","15","20","31","49","44"
"2016/10/28(五)","01","10","13","33","37","38","40"
"2016/10/25(二)","05","15","25","27","33","34","43"
"2016/10/21(五)","02","08","21","32","33","37","15"
"2016/10/18(二)","14","15","16","24","44","47","21"
"2016/10/14(五)","10","23","29","30","44","47","07"
"2016/10/11(二)","02","08","13","14","37","39","38"
"2016/10/07(五)","10","16","30","33","37","42","43"
"2016/10/04(二)","11","23","30","35","40","44","07"
"2016/09/30(五)","04","10","31","38","40","48","05"
"2016/09/27(二)","14","15","16","35","46","48","02"
"2016/09/23(五)","01","02","29","31","33","43","40"
"2016/09/20(二)","04","07","17","22","44","45","32"
"2016/09/16(五)","17","23","30","31","34","49","36"
"2016/09/13(二)","03","16","22","33","40","41","39"
"2016/09/09(五)","01","12","35","36","41","44","21"
"2016/09/06(二)","04","07","20","23","28","45","35"
"2016/09/02(五)","09","11","20","21","45","46","42"
"2016/08/30(二)","01","11","18","27","36","46","26"
"2016/08/26(五)","09","28","34","41","42","49","06"
"2016/08/23(二)","25","26","37","38","44","48","31"
"2016/08/19(五)","05","19","26","44","46","48","36"
"2016/08/16(二)","05","14","15","20","27","29","35"
"2016/08/12(五)","08","20","33","35","42","43","10"
"2016/08/09(二)","15","17","30","35","37","45","41"
"2016/08/05(五)","01","02","22","27","35","40","33"
"2016/08/02(二)","04","15","20","22","28","29","01"
"2016/07/29(五)","09","15","27","28","30","41","13"
"2016/07/26(二)","09","15","19","22","35","41","37"
"2016/07/22(五)","02","10","17","27","33","49","15"
"2016/07/19(二)","07","13","33","40","45","46","39"
"2016/07/15(五)","24","25","29","33","35","38","49"
"2016/07/12(二)","25","31","34","42","43","46","05"
"2016/07/08(五)","09","10","13","19","23","35","38"
"2016/07/05(二)","06","09","15","17","40","47","24"
"2016/07/01(五)","08","20","24","34","41","43","32"
"2016/06/28(二)","07","08","25","39","45","46","38"
"2016/06/24(五)","14","17","27","28","39","41","18"
"2016/06/21(二)","02","27","34","35","36","49","26"
"2016/06/17(五)","07","10","17","20","21","31","49"
"2016/06/14(二)","12","13","16","33","35","37","18"
"2016/06/10(五)","04","13","15","22","23","48","03"
"2016/06/07(二)","05","08","23","31","39","44","19"
"2016/06/03(五)","03","10","27","33","41","44","07"
"2016/05/31(二)","01","02","05","32","45","46","43"
"2016/05/27(五)","02","09","13","16","24","39","41"
"2016/05/24(二)","06","08","13","21","33","39","45"
"2016/05/20(五)","05","10","25","30","40","43","26"
"2016/05/17(二)","02","03","20","23","34","42","40"
"2016/05/13(五)","03","10","22","31","35","38","37"
"2016/05/10(二)","03","04","08","22","36","38","07"
"2016/05/06(五)","01","26","37","39","42","48","41"
"2016/05/03(二)","01","07","17","40","41","43","33"
"2016/04/29(五)","08","14","27","31","36","40","03"
"2016/04/26(二)","06","12","21","25","34","43","28"
"2016/04/22(五)","12","19","23","33","46","48","29"
"2016/04/19(二)","12","21","39","41","46","47","14"
"2016/04/15(五)","09","13","17","28","45","47","03"
"2016/04/12(二)","11","14","19","39","45","49","23"
"2016/04/08(五)","02","07","13","30","36","45","43"
"2016/04/05(二)","14","23","26","32","38","43","03"
"2016/04/01(五)","08","12","16","29","37","39","40"
"2016/03/29(二)","01","17","18","34","46","47","25"
"2016/03/25(五)","07","11","22","37","40","41","20"
"2016/03/22(二)","07","11","16","20","30","33","06"
"2016/03/18(五)","01","03","04","18","25","47","13"
"2016/03/15(二)","06","14","30","42","47","48","18"
"2016/03/11(五)","09","16","30","34","36","49","31"
"2016/03/08(二)","03","27","30","35","39","41","32"
"2016/03/04(五)","05","07","12","17","22","29","04"
"2016/03/01(二)","07","14","17","22","23","34","12"
"2016/02/26(五)","03","09","17","21","41","46","27"
"2016/02/23(二)","10","14","19","20","43","45","22"
"2016/02/19(五)","11","20","23","30","39","44","49"
"2016/02/16(二)","11","23","29","33","34","40","06"
"2016/02/14(日)","01","03","16","20","21","26","22"
"2016/02/13(六)","04","06","18","29","35","48","20"
"2016/02/12(五)","06","10","11","22","32","45","04"
"2016/02/11(四)","03","13","29","30","34","48","28"
"2016/02/10(三)","18","19","22","32","44","47","09"
"2016/02/09(二)","09","24","25","31","37","45","12"
"2016/02/08(一)","08","12","13","16","27","32","24"
"2016/02/07(日)","04","11","21","25","35","37","43"
"2016/02/05(五)","04","05","26","30","38","41","28"
"2016/02/02(二)","15","21","23","26","43","48","34"
"2016/01/29(五)","16","35","38","44","45","48","27"
"2016/01/26(二)","11","13","17","35","39","46","02"
"2016/01/22(五)","10","15","17","20","43","46","37"
"2016/01/19(二)","04","09","14","23","44","46","41"
"2016/01/15(五)","06","11","16","17","27","42","35"
"2016/01/12(二)","05","15","18","39","40","44","37"
"2016/01/08(五)","03","10","13","28","44","48","01"
"2016/01/05(二)","01","03","07","15","25","33","21"
"2016/01/01(五)","16","19","24","29","41","43","32"
"2015/12/29(二)","01","08","13","30","32","42","11"
"2015/12/25(五)","03","07","11","12","16","30","13"
"2015/12/22(二)","08","12","13","29","37","49","43"
"2015/12/18(五)","05","06","11","15","18","25","31"
"2015/12/15(二)","04","11","18","22","23","31","19"
"2015/12/11(五)","01","04","25","29","42","43","11"
"2015/12/08(二)","08","15","32","36","40","43","03"
"2015/12/04(五)","16","21","34","37","41","47","29"
"2015/12/01(二)","06","13","15","19","37","41","22"
"2015/11/27(五)","04","05","23","25","40","41","11"
"2015/11/24(二)","01","09","13","28","29","48","45"
"2015/11/20(五)","04","09","10","39","40","42","08"
"2015/11/17(二)","02","07","26","31","44","47","36"
"2015/11/13(五)","01","11","16","18","31","33","19"
"2015/11/10(二)","07","10","11","27","28","45","21"
"2015/11/06(五)","08","24","27","30","45","49","42"
"2015/11/03(二)","08","16","22","28","45","48","13"
"2015/10/30(五)","03","06","08","15","20","30","40"
"2015/10/27(二)","07","08","10","17","34","36","43"
"2015/10/23(五)","01","16","41","43","46","47","25"
"2015/10/20(二)","12","17","32","37","38","39","27"
"2015/10/16(五)","20","25","29","31","40","44","21"
"2015/10/13(二)","24","29","31","32","44","49","39"
"2015/10/09(五)","02","08","22","27","35","43","24"
"2015/10/06(二)","03","08","10","28","38","47","13"
"2015/10/02(五)","11","15","36","41","44","45","35"
"2015/09/29(二)","01","03","25","31","35","44","15"
"2015/09/25(五)","09","13","21","25","38","39","02"
"2015/09/22(二)","06","10","39","44","46","47","30"
"2015/09/18(五)","06","16","17","36","37","41","28"
"2015/09/15(二)","02","13","30","31","34","44","39"
"2015/09/11(五)","05","10","18","29","41","44","30"
"2015/09/08(二)","08","28","31","32","36","43","09"
"2015/09/04(五)","19","20","44","46","47","49","09"
"2015/09/01(二)","09","18","19","20","40","48","03"
"2015/08/28(五)","08","11","12","15","40","46","16"
"2015/08/25(二)","13","15","22","26","45","47","49"
"2015/08/21(五)","10","15","20","21","27","36","45"
"2015/08/18(二)","08","20","29","30","42","49","21"
"2015/08/14(五)","05","13","14","23","24","42","35"
"2015/08/11(二)","01","02","35","43","45","46","14"
"2015/08/07(五)","25","26","27","28","36","37","38"
"2015/08/04(二)","03","12","17","19","38","48","43"
"2015/07/31(五)","13","16","18","30","32","40","29"
"2015/07/28(二)","06","15","27","32","44","49","16"
"2015/07/24(五)","10","12","25","33","39","42","29"
"2015/07/21(二)","08","09","16","39","40","44","28"
"2015/07/17(五)","04","07","20","27","33","40","38"
"2015/07/14(二)","10","12","14","19","30","45","41"
"2015/07/10(五)","05","06","13","26","29","47","33"
"2015/07/07(二)","01","14","27","33","42","46","41"
"2015/07/03(五)","21","23","28","29","41","46","24"
"2015/06/30(二)","18","19","32","35","46","48","47"
"2015/06/26(五)","05","06","12","28","29","41","07"
"2015/06/23(二)","02","13","33","35","43","45","05"
"2015/06/19(五)","03","05","11","18","25","38","15"
"2015/06/16(二)","03","04","25","35","41","45","07"
"2015/06/12(五)","08","19","22","24","26","28","18"
"2015/06/09(二)","03","20","27","34","37","44","12"
"2015/06/05(五)","08","21","32","35","41","48","34"
"2015/06/02(二)","01","07","19","20","46","47","13"
"2015/05/29(五)","02","05","11","28","32","34","24"
"2015/05/26(二)","02","10","11","20","26","45","30"
"2015/05/22(五)","03","21","23","28","37","43","05"
"2015/05/19(二)","15","16","29","39","42","46","14"
"2015/05/15(五)","03","06","18","27","29","32","40"
"2015/05/12(二)","01","13","23","29","31","33","17"
"2015/05/08(五)","02","10","15","28","44","49","39"
"2015/05/05(二)","08","28","41","42","44","49","30"
"2015/05/01(五)","08","15","25","29","47","49","09"
"2015/04/28(二)","03","05","12","26","36","44","23"
"2015/04/24(五)","13","25","31","35","41","46","49"
"2015/04/21(二)","01","03","11","22","29","33","30"
"2015/04/17(五)","26","32","33","36","45","47","39"
"2015/04/14(二)","01","22","23","38","48","49","11"
"2015/04/10(五)","10","11","17","20","42","44","13"
"2015/04/07(二)","11","17","19","33","45","47","04"
"2015/04/03(五)","13","32","36","40","42","43","41"
"2015/03/31(二)","02","04","13","25","32","43","15"
"2015/03/27(五)","12","13","15","18","24","36","39"
"2015/03/24(二)","03","04","06","09","17","24","28"
"2015/03/20(五)","04","07","09","13","29","46","08"
"2015/03/17(二)","05","32","36","40","42","49","01"
"2015/03/13(五)","06","09","14","16","22","33","11"
"2015/03/10(二)","03","11","25","34","46","47","42"
"2015/03/06(五)","06","21","22","35","37","44","29"
"2015/03/03(二)","04","06","11","41","43","46","21"
"2015/02/27(五)","02","06","27","34","38","43","45"
"2015/02/24(二)","03","28","39","41","46","48","09"
"2015/02/23(一)","14","20","21","32","38","43","23"
"2015/02/22(日)","03","06","12","34","37","43","28"
"2015/02/21(六)","02","05","11","17","27","40","20"
"2015/02/20(五)","05","09","10","28","29","45","41"
"2015/02/19(四)","07","25","27","31","40","49","11"
"2015/02/18(三)","03","06","15","16","27","31","14"
"2015/02/17(二)","03","11","15","23","40","46","13"
"2015/02/13(五)","01","09","15","25","29","35","38"
"2015/02/10(二)","14","15","26","29","35","44","09"
"2015/02/06(五)","05","11","29","36","42","46","48"
"2015/02/03(二)","05","13","15","16","18","30","08"
"2015/01/30(五)","03","14","24","35","39","44","28"
"2015/01/27(二)","04","09","15","21","27","45","06"
"2015/01/23(五)","08","16","20","38","39","42","29"
"2015/01/20(二)","09","24","28","35","45","47","48"
"2015/01/16(五)","02","17","28","32","38","46","49"
"2015/01/13(二)","02","14","16","22","37","46","49"
"2015/01/09(五)","07","08","18","21","23","24","11"
"2015/01/06(二)","11","16","29","30","37","43","13"
"2015/01/02(五)","13","22","23","29","31","48","06"
"2014/12/30(二)","07","30","32","44","48","49","45"
"2014/12/26(五)","09","27","32","42","45","49","30"
"2014/12/23(二)","03","27","30","31","32","39","35"
"2014/12/19(五)","01","09","24","32","41","49","40"
"2014/12/16(二)","17","28","32","34","35","45","08"
"2014/12/12(五)","07","08","24","29","32","48","37"
"2014/12/09(二)","07","09","23","33","41","43","24"
"2014/12/05(五)","11","18","30","34","37","47","17"
"2014/12/02(二)","09","11","13","23","26","42","47"
"2014/11/28(五)","01","10","21","35","40","44","36"
"2014/11/25(二)","01","15","16","32","44","48","40"
"2014/11/21(五)","02","03","22","26","32","34","40"
"2014/11/18(二)","11","12","20","26","28","43","06"
"2014/11/14(五)","15","16","29","34","41","44","49"
"2014/11/11(二)","05","11","18","23","36","43","14"
"2014/11/07(五)","11","19","25","27","40","49","33"
"2014/11/04(二)","03","20","30","35","38","41","47"
"2014/10/31(五)","02","08","10","14","27","49","20"
"2014/10/28(二)","05","16","25","32","37","44","21"
"2014/10/24(五)","01","17","20","36","37","45","15"
"2014/10/21(二)","14","28","31","38","42","44","45"
"2014/10/17(五)","02","11","20","32","33","36","39"
"2014/10/14(二)","09","10","14","20","36","47","08"
"2014/10/10(五)","01","11","19","24","26","28","33"
"2014/10/07(二)","17","18","40","41","45","47","29"
"2014/10/03(五)","10","14","19","24","35","37","39"
"2014/09/30(二)","18","35","36","41","47","49","15"
"2014/09/26(五)","08","15","19","22","29","37","39"
"2014/09/23(二)","02","11","20","28","32","38","16"
"2014/09/19(五)","02","06","17","29","32","39","04"
"2014/09/16(二)","07","12","16","18","19","41","45"
"2014/09/12(五)","02","23","27","31","36","49","15"
"2014/09/09(二)","21","23","29","41","42","49","14"
"2014/09/05(五)","10","16","25","27","32","36","45"
"2014/09/02(二)","07","08","36","39","42","43","22"
"2014/08/29(五)","09","10","21","23","38","39","35"
"2014/08/26(二)","01","17","19","23","32","43","09"
"2014/08/22(五)","08","16","23","30","31","43","18"
"2014/08/19(二)","06","07","09","12","14","19","17"
"2014/08/15(五)","18","23","29","46","47","48","05"
"2014/08/12(二)","04","06","10","12","34","45","44"
"2014/08/08(五)","26","31","32","38","42","45","37"
"2014/08/05(二)","04","11","26","33","40","42","34"
"2014/08/01(五)","05","08","21","23","32","45","18"
"2014/07/29(二)","31","32","34","36","44","47","46"
"2014/07/25(五)","05","21","30","32","35","45","26"
"2014/07/22(二)","03","09","13","17","28","42","14"
"2014/07/18(五)","01","02","15","19","21","30","40"
"2014/07/15(二)","07","18","23","32","34","48","13"
"2014/07/11(五)","01","07","14","15","18","30","33"
"2014/07/08(二)","10","22","25","33","39","47","38"
"2014/07/04(五)","03","14","17","24","27","48","28"
"2014/07/01(二)","06","07","08","09","21","48","18"
"2014/06/27(五)","13","21","27","34","35","36","24"
"2014/06/24(二)","01","08","12","14","40","41","15"
"2014/06/20(五)","12","14","16","33","36","47","48"
"2014/06/17(二)","03","06","18","20","25","48","12"
"2014/06/13(五)","04","21","28","32","37","42","16"
"2014/06/10(二)","03","11","28","32","33","35","30"
"2014/06/06(五)","25","29","40","41","47","49","48"
"2014/06/03(二)","16","31","32","33","35","44","46"
"2014/05/30(五)","09","17","21","24","30","35","15"
"2014/05/27(二)","10","19","23","26","32","39","16"
"2014/05/23(五)","11","17","22","27","30","46","15"
"2014/05/20(二)","06","13","30","33","34","35","38"
"2014/05/16(五)","14","31","38","41","42","45","29"
"2014/05/13(二)","15","20","29","31","32","44","23"
"2014/05/09(五)","01","11","13","21","27","37","03"
"2014/05/06(二)","10","25","35","39","40","46","31"
"2014/05/02(五)","01","07","23","25","37","40","12"
"2014/04/29(二)","02","09","27","30","44","46","22"
"2014/04/25(五)","04","24","34","35","38","46","30"
"2014/04/22(二)","11","12","15","18","20","37","42"
"2014/04/18(五)","08","09","15","40","44","48","24"
"2014/04/15(二)","05","08","24","26","35","44","41"
"2014/04/11(五)","01","03","04","09","12","17","15"
"2014/04/08(二)","01","14","17","27","28","45","11"
"2014/04/04(五)","08","24","35","37","41","47","23"
"2014/04/01(二)","18","22","29","30","46","47","06"
"2014/03/28(五)","09","18","23","35","36","47","41"
"2014/03/25(二)","19","23","25","30","42","47","16"
"2014/03/21(五)","08","18","26","31","46","47","20"
"2014/03/18(二)","12","26","28","35","39","40","16"
"2014/03/14(五)","02","08","27","40","41","47","28"
"2014/03/11(二)","13","15","16","20","40","43","14"
"2014/03/07(五)","06","18","26","30","37","38","16"
"2014/03/04(二)","08","26","35","37","40","43","06"
"2014/02/28(五)","13","17","18","24","28","32","37"
"2014/02/25(二)","03","05","09","12","13","46","04"
"2014/02/21(五)","11","12","23","28","40","48","09"
"2014/02/18(二)","06","19","20","26","32","47","35"
"2014/02/14(五)","10","19","20","24","33","48","01"
"2014/02/11(二)","06","15","21","22","31","44","41"
"2014/02/07(五)","05","11","12","21","22","28","25"
"2014/02/04(二)","08","12","19","32","42","46","28"
"2014/02/03(一)","01","02","16","17","27","30","48"
"2014/02/02(日)","03","13","14","19","24","45","05"
"2014/02/01(六)","06","09","13","19","36","37","27"
"2014/01/31(五)","17","23","27","38","48","49","19"
"2014/01/30(四)","09","22","44","45","48","49","08"
"2014/01/28(二)","01","02","05","07","26","30","24"
"2014/01/24(五)","01","04","20","29","41","45","36"
"2014/01/21(二)","12","15","22","38","43","44","09"
"2014/01/17(五)","13","15","20","26","29","36","37"
"2014/01/14(二)","02","11","21","41","45","49","26"
"2014/01/10(五)","07","17","19","30","32","37","03"
"2014/01/07(二)","01","07","21","25","35","36","39"
"2014/01/03(五)","11","18","20","21","35","37","08"
"2013/12/31(二)","05","27","29","36","40","42","35"
"2013/12/27(五)","02","12","16","31","39","43","18"
"2013/12/24(二)","09","21","24","33","36","43","03"
"2013/12/20(五)","08","09","14","17","25","45","27"
"2013/12/17(二)","01","04","09","14","22","28","20"
"2013/12/13(五)","10","16","26","28","41","48","42"
"2013/12/10(二)","06","11","27","34","42","49","21"
"2013/12/06(五)","04","06","08","10","15","36","13"
"2013/12/03(二)","08","10","17","38","44","49","40"
"2013/11/29(五)","02","08","13","19","30","31","20"
"2013/11/26(二)","01","10","11","15","20","21","26"
"2013/11/22(五)","08","09","11","24","40","47","33"
"2013/11/19(二)","15","16","33","35","36","46","21"
"2013/11/15(五)","02","04","18","31","36","43","08"
"2013/11/12(二)","03","12","22","23","29","46","33"
"2013/11/08(五)","01","03","28","30","33","39","34"
"2013/11/05(二)","03","12","27","29","37","46","17"
"2013/11/01(五)","06","16","26","31","36","46","09"
"2013/10/29(二)","01","04","21","30","39","42","44"
"2013/10/25(五)","03","08","10","11","35","36","39"
"2013/10/22(二)","07","08","16","23","32","39","22"
"2013/10/18(五)","09","11","17","39","40","43","46"
"2013/10/15(二)","08","13","16","20","22","28","49"
"2013/10/11(五)","02","10","32","37","46","49","28"
"2013/10/08(二)","04","06","07","11","26","31","38"
"2013/10/04(五)","07","12","18","25","28","48","46"
"2013/10/01(二)","01","04","14","17","23","46","41"
"2013/09/27(五)","01","12","18","19","38","46","02"
"2013/09/24(二)","07","09","15","23","34","35","41"
"2013/09/20(五)","06","12","19","28","39","47","36"
"2013/09/17(二)","01","08","17","19","40","46","15"
"2013/09/13(五)","12","16","26","27","28","45","06"
"2013/09/10(二)","01","10","14","34","42","47","09"
"2013/09/06(五)","06","07","14","33","36","48","18"
"2013/09/03(二)","11","13","22","29","39","48","45"
"2013/08/30(五)","02","21","24","27","36","46","05"
"2013/08/27(二)","05","08","11","14","15","36","46"
"2013/08/23(五)","05","11","12","14","31","35","26"
"2013/08/20(二)","05","07","16","28","31","49","34"
"2013/08/16(五)","04","17","24","27","29","40","09"
"2013/08/13(二)","12","14","16","34","37","48","07"
"2013/08/09(五)","03","04","12","13","24","30","09"
"2013/08/06(二)","01","04","17","27","32","48","06"
"2013/08/02(五)","07","27","43","44","45","46","35"
"2013/07/30(二)","06","15","16","22","43","45","48"
"2013/07/26(五)","08","17","21","34","39","45","44"
"2013/07/23(二)","04","17","24","27","35","49","39"
"2013/07/19(五)","03","05","09","15","30","49","48"
"2013/07/16(二)","10","13","16","29","31","37","32"
"2013/07/12(五)","15","24","29","34","47","48","31"
"2013/07/09(二)","19","24","28","29","41","43","37"
"2013/07/05(五)","11","14","28","39","40","45","42"
"2013/07/02(二)","01","05","18","21","40","44","22"
"2013/06/28(五)","22","26","31","42","44","49","29"
"2013/06/25(二)","07","18","26","28","34","38","05"
"2013/06/21(五)","10","29","35","39","41","44","07"
"2013/06/18(二)","04","11","25","36","41","43","27"
"2013/06/14(五)","04","16","22","32","35","47","43"
"2013/06/11(二)","16","20","34","42","46","49","04"
"2013/06/07(五)","03","14","29","33","39","48","22"
"2013/06/04(二)","14","19","34","43","46","47","42"
"2013/05/31(五)","03","06","10","33","39","44","37"
"2013/05/28(二)","07","10","16","17","30","43","23"
"2013/05/24(五)","10","27","28","31","37","41","34"
"2013/05/21(二)","24","29","35","39","42","49","48"
"2013/05/17(五)","05","10","16","22","23","24","31"
"2013/05/14(二)","01","06","07","27","30","39","21"
"2013/05/10(五)","02","17","25","32","39","43","34"
"2013/05/07(二)","09","11","14","25","33","35","02"
"2013/05/03(五)","01","04","08","22","32","45","02"
"2013/04/30(二)","10","30","32","37","46","47","16"
"2013/04/26(五)","15","17","19","30","40","47","25"
"2013/04/23(二)","12","15","29","31","36","45","40"
"2013/04/19(五)","03","36","37","40","42","48","17"
"2013/04/16(二)","06","18","40","43","45","48","24"
"2013/04/12(五)","01","03","18","22","29","32","21"
"2013/04/09(二)","07","16","35","45","47","48","39"
"2013/04/05(五)","04","07","13","17","21","35","33"
"2013/04/02(二)","11","15","20","23","26","35","31"
"2013/03/29(五)","02","03","08","15","24","46","36"
"2013/03/26(二)","01","09","20","28","39","42","47"
"2013/03/22(五)","05","07","13","23","24","30","01"
"2013/03/19(二)","01","12","25","37","39","40","18"
"2013/03/15(五)","05","13","23","37","43","44","26"
"2013/03/12(二)","16","20","35","46","47","49","31"
"2013/03/08(五)","12","13","16","29","44","45","30"
"2013/03/05(二)","05","24","30","35","36","38","11"
"2013/03/01(五)","01","26","34","35","36","37","07"
"2013/02/26(二)","08","15","21","30","36","39","17"
"2013/02/22(五)","07","09","17","25","28","35","36"
"2013/02/19(二)","07","23","24","28","32","40","08"
"2013/02/15(五)","02","08","17","30","34","40","26"
"2013/02/12(二)","03","13","19","24","27","38","40"
"2013/02/11(一)","06","16","40","45","46","48","31"
"2013/02/10(日)","09","10","12","21","31","35","19"
"2013/02/09(六)","05","11","17","22","30","34","10"
"2013/02/08(五)","04","11","22","26","38","47","13"
"2013/02/05(二)","08","15","19","25","30","38","06"
"2013/02/01(五)","01","26","28","37","39","46","03"
"2013/01/29(二)","03","07","31","32","34","43","41"
"2013/01/25(五)","02","04","11","18","48","49","38"
"2013/01/22(二)","02","14","23","25","31","47","48"
"2013/01/18(五)","22","27","30","33","37","46","24"
"2013/01/15(二)","02","08","32","34","44","46","14"
"2013/01/11(五)","01","10","24","33","44","48","37"
"2013/01/08(二)","05","06","14","19","27","33","31"
"2013/01/04(五)","01","07","24","31","35","47","21"
"2013/01/01(二)","03","04","22","32","33","49","21"
"2012/12/28(五)","05","14","18","28","37","42","19"
"2012/12/31(一)","12","18","25","32","41","47","07"
"2012/12/21(五)","13","17","22","25","31","48","26"
"2012/12/18(二)","05","07","10","15","19","44","49"
"2012/12/14(五)","08","11","17","21","28","49","37"
"2012/12/11(二)","05","12","14","22","38","44","25"
"2012/12/07(五)","08","11","13","19","23","28","49"
"2012/12/04(二)","02","23","29","30","41","43","16"
"2012/11/30(五)","05","18","26","31","37","43","08"
"2012/11/27(二)","05","09","13","18","19","31","32"
"2012/11/23(五)","02","03","04","14","18","46","25"
"2012/11/20(二)","06","20","23","24","27","34","16"
"2012/11/16(五)","17","18","32","33","41","42","12"
"2012/11/13(二)","02","11","14","22","25","31","26"
"2012/11/09(五)","09","25","31","37","38","45","21"
"2012/11/06(二)","08","13","41","42","47","48","29"
"2012/11/02(五)","04","18","24","36","37","38","31"
"2012/10/30(二)","10","14","20","25","36","46","02"
"2012/10/26(五)","01","17","20","28","32","41","13"
"2012/10/23(二)","02","07","19","20","25","46","43"
"2012/10/19(五)","13","25","27","39","45","49","11"
"2012/10/16(二)","02","03","28","35","44","45","36"
"2012/10/12(五)","05","11","12","30","43","48","15"
"2012/10/09(二)","08","15","18","30","31","41","45"
"2012/10/05(五)","09","17","18","33","44","47","08"
"2012/10/02(二)","01","03","07","09","28","40","45"
"2012/09/28(五)","04","06","22","41","42","47","18"
"2012/09/25(二)","18","19","34","35","45","49","16"
"2012/09/21(五)","22","29","30","36","37","42","09"
"2012/09/18(二)","12","13","18","39","44","48","35"
"2012/09/14(五)","20","31","32","33","37","38","39"
"2012/09/11(二)","03","04","21","30","31","48","15"
"2012/09/07(五)","07","17","19","24","30","44","31"
"2012/09/04(二)","10","21","32","36","40","48","09"
"2012/08/31(五)","18","28","31","34","36","45","42"
"2012/08/28(二)","01","03","06","30","38","41","46"
"2012/08/24(五)","07","34","35","42","43","47","29"
"2012/08/21(二)","06","29","40","44","46","47","33"
"2012/08/17(五)","07","38","39","43","47","48","29"
"2012/08/14(二)","02","19","27","31","38","49","32"
"2012/08/10(五)","01","03","14","24","26","45","38"
"2012/08/07(二)","12","23","28","29","43","47","26"
"2012/08/03(五)","13","14","18","27","29","44","21"
"2012/07/31(二)","01","24","28","33","43","44","31"
"2012/07/27(五)","05","07","09","22","27","34","45"
"2012/07/24(二)","05","11","21","24","37","39","13"
"2012/07/20(五)","11","14","22","34","41","44","27"
"2012/07/17(二)","17","19","22","25","30","37","31"
"2012/07/13(五)","08","15","28","35","41","46","11"
"2012/07/10(二)","03","16","26","28","31","41","45"
"2012/07/06(五)","04","11","18","19","27","31","24"
"2012/07/03(二)","11","18","21","34","41","49","47"
"2012/06/29(五)","09","11","30","36","39","45","26"
"2012/06/26(二)","01","06","07","12","16","41","49"
"2012/06/22(五)","06","24","28","36","38","44","08"
"2012/06/19(二)","01","05","17","19","26","46","47"
"2012/06/15(五)","09","15","23","38","47","49","36"
"2012/06/12(二)","03","21","29","33","35","40","45"
"2012/06/08(五)","01","09","24","45","46","49","12"
"2012/06/05(二)","11","13","16","35","40","49","39"
"2012/06/01(五)","04","18","31","34","39","44","49"
"2012/05/29(二)","05","22","38","43","46","49","13"
"2012/05/25(五)","01","17","22","26","33","40","11"
"2012/05/22(二)","01","08","13","18","28","49","06"
"2012/05/18(五)","13","23","25","31","39","46","41"
"2012/05/15(二)","01","30","35","44","47","49","46"
"2012/05/11(五)","10","22","29","30","33","37","27"
"2012/05/08(二)","06","23","24","25","29","30","47"
"2012/05/04(五)","04","11","17","23","31","39","14"
"2012/05/01(二)","05","07","21","22","31","43","04"
"2012/04/27(五)","13","22","24","35","40","45","37"
"2012/04/24(二)","09","14","19","21","39","47","11"
"2012/04/20(五)","02","03","25","44","45","48","31"
"2012/04/17(二)","19","23","25","26","31","43","10"
"2012/04/13(五)","01","04","09","20","25","35","43"
"2012/04/10(二)","06","19","27","31","33","42","13"
"2012/04/06(五)","04","05","14","36","37","40","25"
"2012/04/03(二)","08","22","23","39","44","47","36"
"2012/03/30(五)","01","20","21","28","36","38","30"
"2012/03/27(二)","16","18","23","27","28","29","19"
"2012/03/23(五)","22","31","36","37","43","44","11"
"2012/03/20(二)","04","05","07","13","26","46","24"
"2012/03/16(五)","26","27","28","30","31","43","08"
"2012/03/13(二)","06","24","46","47","48","49","40"
"2012/03/10(六)","10","21","41","44","45","48","32"
"2012/03/06(二)","02","05","17","20","25","48","14"
"2012/03/02(五)","02","06","15","21","31","45","24"
"2012/02/28(二)","02","30","32","36","43","47","49"
"2012/02/24(五)","02","06","13","15","17","43","04"
"2012/02/21(二)","02","21","32","39","42","46","19"
"2012/02/17(五)","14","15","26","30","38","44","19"
"2012/02/14(二)","02","11","19","21","33","45","40"
"2012/02/10(五)","05","16","19","29","41","43","37"
"2012/02/07(二)","07","22","27","33","39","41","13"
"2012/02/03(五)","05","08","20","32","34","35","17"
"2012/01/31(二)","01","11","14","15","19","33","42"
"2012/01/27(五)","03","20","21","22","34","40","44"
"2012/01/24(二)","08","21","29","38","44","45","20"
"2012/01/20(五)","10","12","22","30","39","44","09"
"2012/01/17(二)","04","10","22","35","42","46","32"
"2012/01/13(五)","22","36","42","43","46","48","21"
"2012/01/10(二)","03","21","23","27","45","47","40"
"2012/01/06(五)","10","14","23","35","41","46","19"
